#name	name2
NR_046018.2	DDX11L1
NM_001042693.2	FAM159A
NR_135157.1	FAM159A
NR_135156.1	FAM159A
NM_023077.2	COA7
NM_024646.2	ZYG11B
NM_001307931.1	ZYG11A
NM_001004339.2	ZYG11A
NM_001198961.1	ECHDC2
NM_018281.3	ECHDC2
NM_001198962.1	ECHDC2
NM_001319958.1	ECHDC2
NM_001007098.2	SCP2
NM_001330587.1	SCP2
NM_001193617.1	SCP2
NM_001193599.1	SCP2
NM_001193600.1	SCP2
NM_002979.4	SCP2
NR_039971.1	MIR1273F
NR_039970.1	MIR5095
NR_039972.1	MIR1273G
NM_001007100.2	SCP2
NM_001007250.2	SCP2
NM_001007099.2	SCP2
NM_153703.4	PODN
NM_001199081.2	PODN
NM_001199080.2	PODN
NM_001287595.1	SLC1A7
NM_006671.5	SLC1A7
NR_109858.1	SLC1A7
NM_001287597.1	SLC1A7
NM_001287596.1	SLC1A7
NM_001330589.1	CPT2
NM_000098.2	CPT2
NM_017887.2	C1orf123
NM_001304759.1	C1orf123
NM_001304760.1	C1orf123
NR_130897.1	C1orf123
NM_002370.3	MAGOH
NR_038953.1	LOC100507564
NM_004631.4	LRP8
NM_001018054.2	LRP8
NM_017522.4	LRP8
NM_033300.3	LRP8
NR_131923.1	LINC01771
NR_002314.3	SLC25A3P1
NM_033067.2	DMRTB1
NM_147193.2	GLIS1
NM_018087.4	NDC1
NM_001168551.1	NDC1
NR_033142.1	NDC1
NR_036639.1	YIPF1
NM_018982.4	YIPF1
NR_036640.1	YIPF1
NR_135075.1	YIPF1
NM_213593.4	DIO1
NR_136693.1	DIO1
NR_136692.1	DIO1
NM_001324316.1	DIO1
NM_001039715.2	DIO1
NM_001039716.2	DIO1
NM_000792.6	DIO1
NR_133633.1	HSPB11
NM_016126.3	HSPB11
NR_133632.1	HSPB11
NM_001316935.1	HSPB11
NM_052940.4	LRRC42
NM_001256409.1	LRRC42
NM_001010978.3	LDLRAD1
NM_001276393.1	LDLRAD1
NM_001276395.1	LDLRAD1
NM_001276394.1	LDLRAD1
NM_001276392.1	LDLRAD1
NM_001305043.1	TMEM59
NM_004872.4	TMEM59
NM_001305050.1	TMEM59
NM_001305049.1	TMEM59
NM_001305051.1	TMEM59
NM_001305052.1	TMEM59
NM_001305066.1	TMEM59
NM_153035.2	TCEANC2
NR_130900.1	TCEANC2
NR_039942.1	MIR4781
NM_201546.3	CDCP2
NM_001031672.2	CYB5RL
NM_016491.3	MRPL37
NM_001330602.1	MRPL37
NM_145716.3	SSBP3
NM_018070.4	SSBP3
NM_001009955.3	SSBP3
NR_103541.1	SSBP3-AS1
NM_147161.3	ACOT11
NM_015547.3	ACOT11
NM_176782.2	FAM151A
NR_026782.2	MROH7
NM_001291332.1	MROH7
NR_111931.1	MROH7
NM_001039464.3	MROH7
NR_037640.2	MROH7-TTC4
NR_037641.2	MROH7-TTC4
NR_037639.2	MROH7-TTC4
NM_001291333.1	TTC4
NM_004623.4	TTC4
NM_152268.3	PARS2
NM_001114108.1	TTC22
NM_017904.3	TTC22
NM_001110533.1	LEXM
NM_152607.2	LEXM
NM_014762.3	DHCR24
NM_182532.2	TMEM61
NM_057176.2	BSND
NM_174936.3	PCSK9
NR_110451.1	PCSK9
NM_015306.2	USP24
NR_038320.1	LOC100507634
NR_039618.1	MIR4422
NM_003713.4	PLPP3
NR_135111.1	LOC101929935
NM_006252.3	PRKAA2
NM_001004303.4	C1orf168
NM_000562.2	C8A
NM_001278543.1	C8B
NM_001278544.1	C8B
NM_000066.3	C8B
NM_021080.3	DAB1
NR_104365.1	DAB1-AS1
NR_104364.1	DAB1-AS1
NR_104363.1	DAB1-AS1
NR_104362.1	DAB1-AS1
NM_145243.4	OMA1
NM_002353.2	TACSTD2
NM_001085487.2	MYSM1
NM_002228.3	JUN
NR_108106.1	LINC01135
NR_034015.1	LINC01135
NR_034014.1	LINC01135
NR_110626.2	LINC01358
NR_027120.1	HSD52
NM_018291.3	FGGY
NM_001113411.1	FGGY
NR_103473.1	FGGY
NM_001244714.1	FGGY
NM_001278224.1	FGGY
NR_039861.1	MIR4711
NR_110627.1	LOC101926944
NM_015888.4	HOOK1
NR_134982.1	CYP2J2
NM_000775.3	CYP2J2
NR_134981.1	CYP2J2
NM_152377.2	C1orf87
NR_110628.1	LOC101926964
NR_110617.1	NFIA-AS2
NR_110618.1	NFIA-AS2
NM_001145511.1	NFIA
NM_001145512.1	NFIA
NM_005595.4	NFIA
NM_001134673.3	NFIA
NR_104180.1	NFIA-AS1
NR_073400.1	MGC34796
NR_135162.1	TM2D1
NR_135160.1	TM2D1
NM_032027.2	TM2D1
NR_135161.1	TM2D1
NM_176877.2	PATJ
NR_036058.1	MIR3116-1
NR_036059.1	MIR3116-2
NM_019079.4	L1TD1
NM_001164835.1	L1TD1
NM_181712.4	KANK4
NM_001320269.1	KANK4
NM_001017416.1	USP1
NM_001017415.1	USP1
NM_003368.4	USP1
NM_001330614.1	DOCK7
NM_001271999.1	DOCK7
NM_033407.3	DOCK7
NM_001272000.1	DOCK7
NM_001272001.1	DOCK7
NM_001272002.1	DOCK7
NM_014495.3	ANGPTL3
NM_178221.2	ATG4C
NM_032852.3	ATG4C
NR_038252.2	LINC00466
NR_121634.1	FOXD3-AS1
NR_121635.1	FOXD3-AS1
NR_121636.1	FOXD3-AS1
NR_121637.1	FOXD3-AS1
NM_012183.2	FOXD3
NR_106716.1	MIR6068
NM_013339.3	ALG6
NM_001206739.1	ITGB3BP
NR_045147.1	ITGB3BP
NM_014288.4	ITGB3BP
NM_001347145.1	ITGB3BP
NM_001347148.1	ITGB3BP
NM_001347147.1	ITGB3BP
NM_032437.3	EFCAB7
NR_002771.1	DLEU2L
NM_002633.2	PGM1
NM_001172819.1	PGM1
NM_001172818.1	PGM1
NM_001083592.1	ROR1
NM_005012.3	ROR1
NR_110666.1	ROR1-AS1
NR_110665.1	ROR1-AS1
NM_152489.2	UBE2U
NM_020925.2	CACHD1
NM_001293274.1	CACHD1
NR_039957.1	MIR4794
NM_018211.3	RAVER2
NM_001321855.1	JAK1
NM_002227.3	JAK1
NM_001321857.1	JAK1
NM_001320923.1	JAK1
NM_001321856.1	JAK1
NM_001321853.1	JAK1
NM_001321854.1	JAK1
NM_001321852.1	JAK1
NR_119383.1	LINC01359
NR_037443.1	MIR3671
NR_029516.1	MIR101-1
NM_203464.2	AK4
NM_001005353.2	AK4
NM_013410.3	AK4
NM_001330616.1	AK4
NM_014787.3	DNAJC6
NM_001256865.1	DNAJC6
NM_001256864.1	DNAJC6
NM_001198683.1	LEPROT
NM_017526.4	LEPROT
NM_001003680.3	LEPR
NM_001003679.3	LEPR
NM_002303.5	LEPR
NM_001198681.1	LEPROT
NM_001198688.1	LEPR
NM_001198687.1	LEPR
NM_001198689.1	LEPR
NM_001297440.1	PDE4B
NM_001037341.1	PDE4B
NM_002600.3	PDE4B
NM_001297441.1	PDE4B
NM_001037340.2	PDE4B
NR_123718.1	LOC101927139
NM_001037339.2	PDE4B
NM_001297442.1	PDE4B
NM_001308203.1	SGIP1
NM_032291.3	SGIP1
NR_036060.1	MIR3117
NM_152665.2	TCTEX1D1
NM_005478.4	INSL5
NM_024763.4	WDR78
NM_207014.2	WDR78
NM_001278215.1	MIER1
NM_001146113.1	MIER1
NM_001077703.2	MIER1
NM_001077700.2	MIER1
NM_001146112.1	MIER1
NM_001077702.2	MIER1
NM_001146111.1	MIER1
NM_020948.3	MIER1
NM_001146110.1	MIER1
NM_001077704.2	MIER1
NM_001077701.2	MIER1
NM_015139.2	SLC35D1
NR_075077.1	C1orf141
NM_001276352.1	C1orf141
NM_001276351.1	C1orf141
NM_144701.2	IL23R
NM_001258215.1	IL12RB2
NR_047583.1	IL12RB2
NM_001258216.1	IL12RB2
NM_001559.2	IL12RB2
NR_047584.1	IL12RB2
NM_001319233.1	IL12RB2
NM_001258214.1	IL12RB2
NM_001018067.1	SERBP1
NM_001018069.1	SERBP1
NM_001018068.1	SERBP1
NM_015640.3	SERBP1
NM_001199741.1	GADD45A
NM_001199742.1	GADD45A
NM_001924.3	GADD45A
NM_018841.5	GNG12
NR_040077.1	GNG12-AS1
NM_004675.3	DIRAS3
NM_001002292.3	WLS
NM_001193334.1	WLS
NM_024911.6	WLS
NR_031664.1	MIR1262
NM_000329.2	RPE65
NM_001114120.2	DEPDC1
NM_017779.5	DEPDC1
NR_110671.1	DEPDC1-AS1
NM_001330635.1	LRRC7
NM_020794.2	LRRC7
NR_023916.1	PIN1P1
NM_017768.4	LRRC40
NM_001190987.1	SRSF11
NM_004768.3	SRSF11
NM_030816.4	ANKRD13C
NM_001036646.1	HHLA3
NR_027404.1	HHLA3
NM_001031693.2	HHLA3
NM_001036645.1	HHLA3
NM_001190463.1	CTH
NM_153742.4	CTH
NM_001902.5	CTH
NR_125938.1	LINC01788
NM_198714.1	PTGER3
NR_028292.1	PTGER3
NR_028294.1	PTGER3
NM_198716.1	PTGER3
NR_028293.1	PTGER3
NM_198717.1	PTGER3
NM_001126044.1	PTGER3
NM_198718.1	PTGER3
NM_198719.1	PTGER3
NM_198715.2	PTGER3
NR_038420.1	ZRANB2-AS1
NM_005455.4	ZRANB2
NM_203350.2	ZRANB2
NR_029707.1	MIR186
NR_046217.1	ZRANB2-AS2
NM_173808.2	NEGR1
NR_046218.1	NEGR1-IT1
NR_110677.1	LINC01360
NR_110676.1	LINC01360
NM_001105659.1	LRRIQ3
NM_001322315.1	LRRIQ3
NM_001199327.1	FPGT-TNNI3K
NM_001112808.2	FPGT-TNNI3K
NM_001199329.2	FPGT
NM_001199328.2	FPGT
NM_003838.4	FPGT
NM_015978.2	TNNI3K
NM_001002912.4	ERICH3
NR_121671.1	ERICH3-AS1
NR_121670.1	ERICH3-AS1
NM_001130042.1	CRYZ
NM_001889.3	CRYZ
NM_001130043.1	CRYZ
NM_001134759.1	CRYZ
NM_001162916.1	TYW3
NM_138467.2	TYW3
NR_027962.1	TYW3
NM_001001933.1	LHX8
NM_001256114.1	LHX8
NM_001130058.1	SLC44A5
NM_001320285.1	SLC44A5
NM_001320287.1	SLC44A5
NM_001320283.1	SLC44A5
NM_152697.4	SLC44A5
NM_001286044.1	ACADM
NM_001286042.1	ACADM
NM_000016.5	ACADM
NM_001286043.1	ACADM
NM_001127328.2	ACADM
NR_130749.1	DLSTP1
NM_004582.3	RABGGTB
NR_073562.1	RABGGTB
NR_003042.1	SNORD45C
NR_002749.1	SNORD45A
NR_002748.1	SNORD45B
NM_002440.3	MSH4
NM_080868.2	ASB17
NR_026546.1	ASB17
NR_125939.1	LOC101927342
NM_001160011.1	ST6GALNAC3
NM_152996.2	ST6GALNAC3
NM_001320274.1	ST6GALNAC5
NM_001320273.1	ST6GALNAC5
NM_030965.2	ST6GALNAC5
NR_106978.1	MIR7156
NM_005482.2	PIGK
NM_174858.2	AK5
NM_012093.3	AK5
NM_015534.5	ZZZ3
NM_001308237.1	ZZZ3
NM_015017.4	USP33
NM_201624.2	USP33
NM_201626.2	USP33
NM_198549.3	MIGA1
NM_001270384.1	MIGA1
NR_103535.1	NEXN-AS1
NM_001172309.1	NEXN
NM_144573.3	NEXN
NR_130152.1	FUBP1
NM_001303433.1	FUBP1
NM_003902.4	FUBP1
NM_001317102.1	DNAJB4
NM_001317101.1	DNAJB4
NM_001317100.1	DNAJB4
NM_001317099.1	DNAJB4
NM_001317103.1	DNAJB4
NM_007034.4	DNAJB4
NM_001304725.1	GIPC2
NM_017655.5	GIPC2
NR_027310.2	MGC27382
NM_000959.3	PTGFR
NM_001039585.1	PTGFR
NM_006820.3	IFI44L
NR_135640.1	IFI44
NR_135641.1	IFI44
NM_006417.4	IFI44
NM_022159.3	ADGRL4
NR_125941.1	LINC01781
NR_125940.1	LINC01781
NR_125942.1	LINC01781
NR_125943.1	LOC101927434
NM_001297704.1	ADGRL2
NM_001297706.1	ADGRL2
NM_012302.3	ADGRL2
NM_001297705.1	ADGRL2
NM_001330645.1	ADGRL2
NR_110632.1	LINC01361
NR_110633.1	LINC01361
NR_119375.1	LINC01725
NR_119374.1	LOC101927560
NM_024686.4	TTLL7
NM_002731.3	PRKACB
NM_207578.2	PRKACB
NM_001300916.1	PRKACB
NM_182948.3	PRKACB
NM_001242858.2	PRKACB
NM_001242859.2	PRKACB
NM_001242857.2	PRKACB
NM_001300917.1	PRKACB
NM_001300915.1	PRKACB
NM_001242861.2	PRKACB
NM_001242860.2	PRKACB
NM_001242862.2	PRKACB
NM_001010971.2	SAMD13
NM_001134663.1	SAMD13
NM_001134664.1	SAMD13
NR_003927.2	UOX
NM_021233.2	DNASE2B
NM_058248.1	DNASE2B
NM_025065.6	RPF1
NM_005274.2	GNG5
NM_001310156.1	SPATA1
NM_004388.2	CTBS
NR_125761.1	LINC01461
NR_027379.1	LINC01555
NM_001166417.1	SSX2IP
NM_001166295.1	SSX2IP
NM_014021.3	SSX2IP
NM_001166293.1	SSX2IP
NM_001166294.1	SSX2IP
NM_012152.2	LPAR3
NM_001330647.1	MCOLN2
NM_153259.3	MCOLN2
NM_018298.10	MCOLN3
NM_001253693.1	MCOLN3
NM_001288563.1	WDR63
NM_145172.4	WDR63
NR_039619.1	MIR4423
NM_032184.1	SYDE2
NR_024113.1	C1orf52
NM_198077.3	C1orf52
NM_003921.4	BCL10
NM_001320715.1	BCL10
NR_045484.1	LOC646626
NM_001134445.1	DDAH1
NM_001330655.1	DDAH1
NM_012137.3	DDAH1
NM_001554.4	CYR61
NM_017953.3	ZNHIT6
NM_001170670.1	ZNHIT6
NM_152890.5	COL24A1
NM_001184765.1	ODF2L
NM_001184766.1	ODF2L
NM_020729.2	ODF2L
NM_001007022.2	ODF2L
NR_107010.1	MIR7856
NM_006536.6	CLCA2
NM_001285.3	CLCA1
NR_024602.1	CLCA4
NM_012128.3	CLCA4
NR_135837.1	LOC105378828
NR_024604.1	CLCA3P
NR_135838.1	LOC105378828
NM_001206653.1	SH3GLB1
NM_016009.4	SH3GLB1
NM_001206652.1	SH3GLB1
NM_001206651.1	SH3GLB1
NM_004261.4	SELENOF
NM_203341.2	SELENOF
NR_144512.1	SELENOF
NR_144513.1	SELENOF
NM_001134492.1	HS2ST1
NM_012262.3	HS2ST1
NR_026988.1	LINC01140
NR_026989.1	LINC01140
NR_026987.1	LINC01140
NR_026986.1	LINC01140
NR_026985.1	LINC01140
NM_001290053.1	LOC101927844
NM_006769.3	LMO4
NR_038324.1	LINC01364
NR_110682.1	PKN2-AS1
NM_001320708.1	PKN2
NM_001320709.1	PKN2
NM_001320707.1	PKN2
NM_006256.3	PKN2
NM_001514.5	GTF2B
NM_001008661.2	KYAT3
NM_001008662.2	KYAT3
NM_001162536.2	RBMXL1
NM_019610.5	RBMXL1
NM_001319179.1	GBP3
NM_001319180.1	GBP3
NM_018284.2	GBP3
NR_135007.1	GBP3
NM_001319181.1	GBP3
NM_002053.2	GBP1
NM_004120.4	GBP2
NM_207398.2	GBP7
NM_052941.4	GBP4
NM_052942.3	GBP5
NM_001134486.2	GBP5
NR_077244.1	LOC729930
NM_001320257.1	GBP6
NM_198460.2	GBP6
NR_003133.2	GBP1P1
NM_001134476.1	LRRC8B
NM_015350.2	LRRC8B
NR_033981.1	FLJ27354
NM_032270.4	LRRC8C
NM_001134479.1	LRRC8D
NM_018103.4	LRRC8D
NR_002830.1	GEMIN8P4
NM_182975.3	ZNF326
NM_001320185.1	ZNF326
NM_182976.3	ZNF326
NM_181781.3	ZNF326
NM_020063.1	BARHL2
NR_135039.1	LOC105378853
NR_135038.1	LOC105378853
NM_016620.3	ZNF644
NM_201269.2	ZNF644
NM_032186.4	ZNF644
NM_001017975.4	HFM1
NM_001134419.1	CDC7
NM_003503.3	CDC7
NM_001134420.1	CDC7
NR_036634.1	TGFBR3
NM_003243.4	TGFBR3
NM_001195683.1	TGFBR3
NM_001195684.1	TGFBR3
NM_001242807.2	BRDT
NM_001242808.2	BRDT
NM_207189.3	BRDT
NM_001242806.2	BRDT
NM_001242805.2	BRDT
NM_001242810.2	BRDT
NM_001726.4	BRDT
NM_173567.4	EPHX4
NM_001287737.1	SETSIP
NM_183242.3	BTBD8
NM_015237.3	KIAA1107
NM_001012425.1	C1orf146
NM_053274.2	GLMN
NR_135089.1	GLMN
NM_001319683.1	GLMN
NM_024813.2	RPAP2
NM_001127215.1	GFI1
NM_001127216.1	GFI1
NM_005263.3	GFI1
NM_001308248.1	EVI5
NM_005665.5	EVI5
NM_000969.3	RPL5
NM_001252273.1	FAM69A
NR_000006.8	SNORD21
NR_002444.2	SNORA66
NM_001252271.1	FAM69A
NM_001006605.4	FAM69A
NM_001252270.1	FAM69A
NM_001252269.1	FAM69A
NM_001164393.1	MTF2
NM_001164391.1	MTF2
NM_001164392.1	MTF2
NM_007358.3	MTF2
NR_030761.1	TMED5
NM_001167830.1	TMED5
NM_016040.4	TMED5
NM_001306076.1	CCDC18
NM_206886.4	CCDC18
NR_034089.1	CCDC18-AS1
NM_001938.2	DR1
NM_017737.4	FNBP1L
NM_001024948.2	FNBP1L
NM_001164473.2	FNBP1L
NM_001308251.1	BCAR3
NM_001261410.1	BCAR3
NM_001261409.1	BCAR3
NM_003567.3	BCAR3
NM_001261408.1	BCAR3
NR_034091.1	LOC100129046
NR_030621.1	MIR760
NM_014597.4	DNTTIP2
NM_002061.3	GCLM
NM_001308253.1	GCLM
NM_000350.2	ABCA4
NM_004815.3	ARHGAP29
NM_001328666.1	ARHGAP29
NM_001328667.1	ARHGAP29
NM_001328664.1	ARHGAP29
NM_001328665.1	ARHGAP29
NM_001122674.1	ABCD3
NM_002858.3	ABCD3
NM_001993.4	F3
NM_001178096.1	F3
NR_104131.1	LINC01057
NR_039620.1	MIR378G
NM_001258343.1	SLC44A3
NM_001258342.1	SLC44A3
NM_001258341.1	SLC44A3
NM_001258340.1	SLC44A3
NM_001114106.2	SLC44A3
NM_001301079.1	SLC44A3
NM_152369.4	SLC44A3
NM_001286056.1	CNN3
NM_001839.4	CNN3
NM_001286055.1	CNN3
NR_033998.1	LOC729970
NM_001305242.1	ALG14
NM_144988.3	ALG14
NR_131032.1	ALG14
NR_132786.1	LOC101928098
NM_001199679.1	TMEM56
NM_152487.2	TMEM56
NM_001199691.1	TMEM56-RWDD3
NR_125948.1	LOC101928118
NR_125949.1	LOC101928118
NM_001199682.1	RWDD3
NM_015485.4	RWDD3
NM_001128142.1	RWDD3
NR_103483.1	RWDD3
NR_103484.1	RWDD3
NM_001278247.1	RWDD3
NM_001278248.1	RWDD3
NR_135588.1	LINC01760
NR_033966.1	LINC01761
NR_110622.1	LOC100996635
NR_110621.1	LOC100996635
NR_125991.1	LOC102723661
NR_110693.1	LINC01787
NM_001300990.1	PTBP2
NR_125357.1	PTBP2
NM_021190.3	PTBP2
NM_001300989.1	PTBP2
NM_001300988.1	PTBP2
NM_001300985.1	PTBP2
NM_001300987.1	PTBP2
NM_001300986.1	PTBP2
NR_125356.1	PTBP2
NM_000110.3	DPYD
NR_046590.1	DPYD-AS1
NM_001160301.1	DPYD
NR_046591.1	DPYD-AS2
NR_046105.1	MIR137HG
NR_039604.1	MIR2682
NR_029679.1	MIR137
NR_046088.1	LINC01776
NM_152238.3	SNX7
NM_015976.4	SNX7
NR_033716.1	SNX7
NM_001037317.1	PLPPR5
NM_001010861.2	PLPPR5
NR_033940.1	LOC100129620
NM_001166252.1	PLPPR4
NM_014839.4	PLPPR4
NR_125951.2	LINC01708
NM_017734.4	PALMD
NM_001013660.2	FRRS1
NM_000642.2	AGL
NM_000644.2	AGL
NM_000643.2	AGL
NM_000028.2	AGL
NM_000646.2	AGL
NM_001271684.1	SLC35A3
NM_012243.2	SLC35A3
NM_001271685.1	SLC35A3
NM_033055.2	MFSD14A
NM_194292.2	SASS6
NM_001304829.1	SASS6
NR_135078.1	TRMT13
NM_019083.2	TRMT13
NM_001256385.1	LRRC39
NM_001256386.1	LRRC39
NM_144620.3	LRRC39
NM_001256387.1	LRRC39
NM_001918.3	DBT
NR_110434.1	RTCA-AS1
NR_110435.1	RTCA-AS1
NM_003729.3	RTCA
NM_001130841.1	RTCA
NR_030279.1	MIR553
NM_001319211.1	CDC14A
NM_033313.2	CDC14A
NM_001319212.1	CDC14A
NM_033312.2	CDC14A
NM_003672.3	CDC14A
NM_001319210.1	CDC14A
NM_022049.2	GPR88
NR_038914.1	LINC01349
NM_001199834.1	VCAM1
NM_080682.2	VCAM1
NM_001078.3	VCAM1
NM_001439.3	EXTL2
NM_001261442.1	EXTL2
NR_048570.1	EXTL2
NM_001261441.1	EXTL2
NM_001033025.2	EXTL2
NM_001261440.1	EXTL2
NM_001144884.1	SLC30A7
NM_133496.4	SLC30A7
NM_001077394.1	DPH5
NM_015958.2	DPH5
NM_001077395.1	DPH5
NR_109849.1	LOC102606465
NR_104626.1	LOC101928370
NM_001320730.1	S1PR1
NM_001400.4	S1PR1
NR_126402.1	LINC01307
NR_110212.1	OLFM3
NM_001288821.1	OLFM3
NR_110210.1	OLFM3
NM_001288823.1	OLFM3
NR_110211.1	OLFM3
NM_058170.3	OLFM3
NR_033424.2	DNAJA1P5
NR_134980.1	COL11A1
NM_001854.3	COL11A1
NM_080630.3	COL11A1
NM_080629.2	COL11A1
NM_001190709.1	COL11A1
NM_001347929.1	LOC101928436
NM_001347930.1	LOC101928436
NM_001286997.2	LOC101928436
NM_017619.3	RNPC3
NM_020978.4	AMY2B
NR_024438.2	ACTG1P4
NM_000699.3	AMY2A
NM_001008221.1	AMY1A
NM_004038.3	AMY1A
NM_001008218.1	AMY1B
NM_001346780.1	AMY1C
NM_001008219.2	AMY1C
NR_033990.1	LOC100129138
NR_125955.1	LINC01676
NR_125954.1	LINC01676
NM_018137.2	PRMT6
NM_014917.3	NTNG1
NM_001312688.1	NTNG1
NM_001330665.1	NTNG1
NM_001113226.2	NTNG1
NM_001113228.2	NTNG1
NM_001079874.1	VAV3
NM_006113.4	VAV3
NR_107006.1	MIR7852
NR_046653.1	VAV3-AS1
NM_213651.2	SLC25A24
NM_013386.4	SLC25A24
NM_001143989.2	NBPF4
NM_001143988.1	NBPF6
NM_001143987.1	NBPF6
NM_001010883.2	FAM102B
NM_001102592.1	HENMT1
NM_144584.2	HENMT1
NM_018061.2	PRPF38B
NR_037185.1	PRPF38B
NM_001144937.1	FNDC7
NM_007269.3	STXBP3
NM_152763.4	AKNAD1
NR_049760.1	AKNAD1
NR_049777.1	SPATA42
NR_034168.1	SPATA42
NM_001321038.1	GPSM2
NM_013296.4	GPSM2
NM_001321039.1	GPSM2
NM_001278202.1	CLCC1
NM_001278203.1	CLCC1
NM_015127.4	CLCC1
NM_001048210.2	CLCC1
NM_001142550.1	WDR47
NM_014969.5	WDR47
NM_001142551.1	WDR47
NM_005645.3	TAF13
NR_136243.1	TMEM167B
NM_001322248.1	TMEM167B
NR_136242.1	TMEM167B
NM_020141.3	TMEM167B
NR_003023.1	SCARNA2
NM_001122961.1	C1orf194
NM_001284352.1	KIAA1324
NM_001267048.1	KIAA1324
NM_020775.4	KIAA1324
NM_001284353.1	KIAA1324
NR_034072.1	SARS
NM_006513.3	SARS
NM_001330669.1	SARS
NM_001408.2	CELSR2
NM_001032291.2	PSRC1
NM_001005290.3	PSRC1
NM_032636.7	PSRC1
NM_001010985.2	MYBPHL
NM_001265613.1	MYBPHL
NM_001205228.1	SORT1
NM_002959.6	SORT1
NM_002790.3	PSMA5
NM_001199772.1	PSMA5
NM_001199773.1	PSMA5
NM_001199774.1	PSMA5
NM_001040709.1	SYPL2
NM_153340.4	ATXN7L2
NM_001134402.1	CYB561D1
NM_182580.2	CYB561D1
NM_001134400.1	CYB561D1
NM_001134403.1	CYB561D1
NM_001134404.1	CYB561D1
NM_020703.2	AMIGO1
NM_031936.4	GPR61
NM_006496.3	GNAI3
NR_029583.1	MIR197
NM_005272.3	GNAT2
NM_139156.3	AMPD2
NM_001257360.1	AMPD2
NM_004037.7	AMPD2
NM_001308170.1	AMPD2
NM_001257361.1	AMPD2
NM_203404.1	AMPD2
NR_024538.1	GSTM4
NM_000850.4	GSTM4
NM_147148.2	GSTM4
NM_000848.3	GSTM2
NM_001142368.1	GSTM2
NM_146421.2	GSTM1
NM_000561.3	GSTM1
NM_000851.3	GSTM5
NM_000849.4	GSTM3
NR_024537.1	GSTM3
NM_139053.2	EPS8L3
NM_133181.3	EPS8L3
NM_024526.3	EPS8L3
NM_001319952.1	EPS8L3
NM_172210.2	CSF1
NM_172212.2	CSF1
NM_172211.3	CSF1
NM_000757.5	CSF1
NM_006621.5	AHCYL1
NM_001242673.1	AHCYL1
NM_001242674.1	AHCYL1
NM_001242676.1	AHCYL1
NM_001242675.1	AHCYL1
NM_001270768.1	STRIP1
NM_033088.3	STRIP1
NR_073071.1	STRIP1
NM_006492.2	ALX3
NR_126382.1	LINC01397
NM_203412.1	UBL4B
NM_001010898.3	SLC6A17
NR_046546.1	KCNC4-AS1
NM_001039574.2	KCNC4
NR_036437.1	KCNC4
NM_004978.4	KCNC4
NR_036595.1	LOC440600
NM_001201545.1	RBM15
NM_022768.4	RBM15
NM_004696.2	SLC16A4
NM_001201549.1	SLC16A4
NM_001201546.1	SLC16A4
NM_001201547.1	SLC16A4
NM_001319220.1	SLC16A4
NM_001201548.1	SLC16A4
NM_006402.2	LAMTOR5
NR_102697.1	LAMTOR5-AS1
NM_032414.2	PROK1
NR_003599.2	CYMP
NR_108042.2	CYMP-AS1
NM_005549.2	KCNA10
NM_001204269.1	KCNA2
NM_004974.3	KCNA2
NR_109846.1	KCNA3
NR_109845.1	KCNA3
NM_002232.4	KCNA3
NM_001040033.1	CD53
NM_001320638.1	CD53
NM_000560.3	CD53
NM_018372.3	LRIF1
NM_001006945.1	LRIF1
NM_178454.4	DRAM2
NM_001007794.2	CEPT1
NR_138485.1	CEPT1
NM_001330743.1	CEPT1
NM_006090.4	CEPT1
NR_138484.1	CEPT1
NR_138483.1	CEPT1
NM_024901.4	DENND2D
NM_001271833.1	DENND2D
NM_001025197.1	CHI3L2
NM_004000.2	CHI3L2
NM_001025199.1	CHI3L2
NR_003928.2	CHIAP2
NM_001258002.1	CHIA
NM_021797.3	CHIA
NM_001258003.1	CHIA
NM_001040623.2	CHIA
NM_001258005.1	CHIA
NM_001258001.1	CHIA
NM_001258004.1	CHIA
NM_201653.3	CHIA
NR_125338.1	PIFO
NM_001300831.1	PIFO
NM_181643.5	PIFO
NR_029429.1	PGCP1
NM_002557.3	OVGP1
NM_001317062.1	WDR77
NM_024102.3	WDR77
NM_001317063.1	WDR77
NR_133654.1	WDR77
NM_001317064.1	WDR77
NM_001688.4	ATP5F1
NM_001300835.1	C1orf162
NM_001300834.1	C1orf162
NM_174896.3	C1orf162
NM_020683.6	TMIGD3
NM_001081976.2	TMIGD3
NM_001302680.1	TMIGD3
NM_001302678.1	ADORA3
NM_000677.3	ADORA3
NM_001302679.1	ADORA3
NR_034126.1	LINC01160
NM_002884.3	RAP1A
NM_001010935.2	RAP1A
NM_001291896.1	RAP1A
NM_019099.4	FAM212B
NM_198926.2	FAM212B
NR_038952.1	FAM212B-AS1
NR_038951.1	FAM212B-AS1
NR_125963.1	LOC101928718
NM_007204.4	DDX20
NM_004980.4	KCND3
NM_172198.2	KCND3
NR_046783.1	KCND3-IT1
NR_046619.1	KCND3-AS1
NR_145438.1	LINC01750
NM_018704.2	CTTNBP2NL
NR_036210.1	MIR4256
NM_001291880.1	WNT2B
NM_004185.4	WNT2B
NM_024494.2	WNT2B
NM_001308264.1	ST7L
NM_017744.4	ST7L
NM_138728.2	ST7L
NM_138727.3	ST7L
NM_138729.3	ST7L
NM_006135.2	CAPZA1
NM_020963.4	MOV10
NM_001286072.1	MOV10
NM_001130079.2	MOV10
NM_001321324.1	MOV10
