Sequence id	Molecular Weight(Da)	Residues
AT3G42150.2	10727	100
AT3G42150.1	10727	100
AT3G42150.3	10727	100
AT3G06270.1	38330	348
AT3G42155.1	17908	166
AT3G06330.1	46711	426
AT3G06330.2	28830	257
AT3G06330.3	39530	363
AT3G28310.1	11414	103
AT3G28300.1	42955	385
AT3G06340.1	75920	673
AT3G06340.2	75920	673
AT3G28290.1	42955	385
AT3G63120.1	25432	221
AT3G63110.1	37915	336
AT3G06350.1	65797	603
AT3G06370.1	55607	503
AT3G63160.1	7256	69
AT3G63150.1	71408	643
AT3G63140.1	43930	406
AT3G63130.1	58827	535
AT3G06400.1	122430	1055
AT3G06360.1	12877	125
AT3G06380.1	42311	380
AT3G06390.1	21157	199
AT3G28280.1	31538	278
AT3G28270.2	41613	374
AT3G28270.1	41613	374
AT3G42180.1	54269	470
AT3G42180.3	17910	157
AT3G06300.1	33020	299
AT3G06290.1	189934	1697
AT3G06310.1	12160	108
AT3G06280.1	22797	198
AT3G42160.1	17797	153
AT3G06320.1	6958	58
AT3G63030.1	21159	186
AT3G63040.1	21040	187
AT3G63080.1	19327	173
AT3G28260.1	6074	57
AT3G63090.1	47811	404
AT3G62850.1	53678	472
AT3G28250.1	13875	121
AT3G28240.1	20969	180
AT3G63070.1	149319	1347
AT3G63050.1	15772	140
AT3G63060.1	30560	272
AT3G23710.1	34575	313
AT3G62840.1	12635	109
AT3G62840.2	12507	108
AT3G11890.2	58603	527
AT3G11890.1	55622	500
AT3G06010.1	129936	1132
AT3G06000.1	23566	211
AT3G06020.1	33896	300
AT3G05990.1	56234	517
AT3G06060.1	34980	326
AT3G11730.1	22725	205
AT3G06050.1	21446	201
AT3G06040.1	20799	186
AT3G06040.2	20799	186
AT3G06040.3	20799	186
AT3G06030.1	71655	651
AT3G06035.1	22053	200
AT3G11720.1	61481	542
AT3G11720.2	61481	542
AT3G11740.1	22013	194
AT3G33230.1	18184	154
AT3G11690.1	27856	252
AT3G11680.1	54401	488
AT3G11670.1	91830	808
AT3G11670.2	72727	639
AT3G05980.1	27647	245
AT3G11660.1	23665	209
AT3G11700.1	50793	462
AT3G11650.1	26765	240
AT3G05975.1	20969	189
AT3G11710.1	70889	626
AT3G62650.2	17503	152
AT3G62650.1	17503	152
AT3G62720.1	53383	460
AT3G62720.2	53383	460
AT3G62710.1	70843	650
AT3G62700.1	172139	1539
AT3G62690.1	28593	257
AT3G62680.1	34417	313
AT3G62640.1	12318	110
AT3G62660.1	41121	361
AT3G62670.1	48461	426
AT3G06070.1	17451	151
AT3G11745.1	10650	90
AT3G11750.1	16281	146
AT3G11810.1	38249	348
AT3G06120.1	22843	202
AT3G11800.1	27045	246
AT3G06130.1	49193	473
AT3G06110.1	17315	157
AT3G06110.2	18431	167
AT3G06100.1	28747	275
AT3G11820.2	34659	315
AT3G11820.1	37957	346
AT3G11830.1	59777	557
AT3G11880.1	49597	443
AT3G11870.1	63261	554
AT3G11860.1	28828	252
AT3G11850.1	57773	504
AT3G11850.2	57773	504
AT3G06150.1	67575	594
AT3G06140.1	41006	359
AT3G06145.1	19532	166
AT3G11840.1	53025	470
AT3G42050.1	50285	441
AT3G06090.1	8866	79
AT3G62760.1	24653	219
AT3G62750.1	56179	497
AT3G62740.1	56418	502
AT3G62730.1	34732	317
AT3G11780.1	16805	153
AT3G62770.2	47465	432
AT3G62770.1	34098	307
AT3G62770.3	34098	307
AT3G11760.1	79174	702
AT3G11770.1	22956	200
AT3G62780.1	32205	298
AT3G62790.1	9893	83
AT3G62800.1	38416	355
AT3G62800.2	38416	355
AT3G06080.1	40202	346
AT3G06080.2	53649	469
AT3G62830.1	49972	445
AT3G62810.1	11823	106
AT3G62820.1	21459	194
AT3G17580.1	9068	80
AT3G23720.1	8947	81
AT3G23730.1	33147	291
AT3G24090.1	76522	695
AT3G29590.1	49440	449
AT3G24080.1	74960	638
AT3G29580.1	35041	306
AT3G01320.1	156210	1372
AT3G01311.1	33545	292
AT3G24070.1	28158	262
AT3G24100.1	7252	69
AT3G29610.1	16593	139
AT3G24110.1	26266	229
AT3G01340.1	32631	302
AT3G01340.2	32631	302
AT3G01330.1	40000	354
AT3G29600.1	18572	164
AT3G01325.1	11552	102
AT3G24120.1	32206	295
AT3G24120.2	32554	298
AT3G24065.1	15429	135
AT3G24060.1	17277	147
AT3G24010.1	26099	234
AT3G01280.1	29426	276
AT3G29560.1	12911	120
AT3G24000.1	71933	633
AT3G01290.1	31321	285
AT3G24050.1	30114	274
AT3G24040.1	47196	417
AT3G24030.1	28795	276
AT3G24020.1	25317	243
AT3G01310.1	119529	1056
AT3G01310.2	118925	1050
AT3G29570.1	35406	327
AT3G01300.1	54511	490
AT3G29575.1	25244	231
AT3G29575.3	25244	231
AT3G29575.4	25244	231
AT3G24130.1	37272	335
AT3G24150.1	38454	343
AT3G24255.1	84876	746
AT3G01410.1	31671	294
AT3G01410.2	31671	294
AT3G24250.1	12908	137
AT3G24240.1	124505	1141
AT3G24230.1	49986	452
AT3G01420.1	73159	639
AT3G24220.1	63822	577
AT3G24225.1	8150	74
AT3G24210.1	67828	607
AT3G01430.1	20299	180
AT3G01435.1	13322	115
AT3G24270.1	15799	137
AT3G01490.1	46050	411
AT3G01480.1	47982	437
AT3G01470.1	30933	272
AT3G01460.1	240433	2176
AT3G24260.1	43855	374
AT3G01440.1	24782	220
AT3G01450.1	36347	326
AT3G24140.1	46408	414
AT3G01400.1	38276	355
AT3G01380.1	103960	921
AT3G24180.1	105987	950
AT3G24180.2	105987	950
AT3G01345.1	52201	466
AT3G24170.1	53871	499
AT3G24170.2	53871	499
AT3G29630.1	50504	448
AT3G24190.1	87438	793
AT3G24160.1	39134	364
AT3G01390.1	12397	110
AT3G01390.2	12397	110
AT3G29635.1	51158	458
AT3G24200.1	55071	505
AT3G24200.2	55287	507
AT3G01370.1	113664	1011
AT3G29640.1	19954	171
AT3G01360.1	34763	319
AT3G01360.2	34763	319
AT3G01350.1	62783	563
AT3G29636.1	22600	199
AT3G29638.1	47165	412
AT3G23990.1	61281	577
AT3G01270.1	53856	475
AT3G29340.1	72766	650
AT3G01080.1	47130	423
AT3G01070.1	18636	167
AT3G01060.2	50210	447
AT3G01060.3	41429	372
AT3G01060.1	51025	455
AT3G29330.1	25161	232
AT3G29350.1	17476	156
AT3G29350.2	12689	114
AT3G29320.1	108586	962
AT3G01050.1	12821	117
AT3G01040.1	61145	533
AT3G01085.1	71386	629
AT3G01090.1	58374	512
AT3G01090.2	61183	535
AT3G01130.1	5547	53
AT3G29380.1	37719	336
AT3G29375.1	37592	335
AT3G01120.1	59919	563
AT3G29370.1	11203	101
AT3G29360.1	53173	480
AT3G29360.2	53173	480
AT3G01100.1	79727	703
AT3G01100.2	67534	596
AT3G29385.1	25154	218
AT3G29310.1	61497	551
AT3G29305.1	14397	126
AT3G07390.1	27927	273
AT3G07380.1	11973	102
AT3G07370.1	31656	278
AT3G07360.1	51280	460
AT3G07360.2	36131	325
AT3G07360.3	36131	325
AT3G07350.1	33118	298
AT3G07400.1	110860	1003
AT3G07330.1	78372	682
AT3G07340.1	50248	456
AT3G01030.1	42631	371
AT3G07410.1	24320	217
AT3G29265.1	27907	236
AT3G01020.1	17746	163
AT3G29300.1	23021	213
AT3G01010.1	18258	158
AT3G29290.1	62061	540
AT3G01015.1	56153	488
AT3G07420.1	71364	638
AT3G29270.1	30056	263
AT3G29270.2	30056	263
AT3G29280.1	19692	178
AT3G01140.1	43558	388
AT3G29390.1	62536	578
AT3G01150.1	43593	399
AT3G01230.1	14616	126
AT3G01220.1	33076	286
AT3G01210.1	26411	249
AT3G01200.1	41387	377
AT3G29470.1	19941	174
AT3G01240.1	14665	130
AT3G01260.1	42568	378
AT3G23980.1	78385	714
AT3G23970.1	48029	413
AT3G23960.1	46434	402
AT3G01250.1	18622	164
AT3G23940.1	64914	608
AT3G23950.1	48440	418
AT3G23930.1	26999	224
AT3G29450.1	60098	522
AT3G23920.1	63763	575
AT3G23860.1	26529	230
AT3G23850.1	7419	74
AT3G23840.1	46430	420
AT3G01175.1	46957	401
AT3G01170.1	23852	215
AT3G23870.1	36292	335
AT3G29400.1	75227	658
AT3G01160.1	81494	713
AT3G23880.1	41122	364
AT3G29410.1	70226	603
AT3G23890.1	164109	1473
AT3G23910.1	48519	421
AT3G01190.1	34951	321
AT3G24280.1	9420	78
AT3G01185.1	15799	140
AT3G23900.1	108794	987
AT3G23900.2	102837	934
AT3G29430.1	38503	357
AT3G29420.1	5844	52
AT3G01180.1	87594	792
AT3G29260.1	26925	259
AT3G24290.1	52639	496
AT3G24310.1	30787	269
AT3G17660.1	26210	232
AT3G52320.1	45216	390
AT3G17650.1	78854	714
AT3G52310.1	81772	737
AT3G17640.1	42921	396
AT3G52330.1	34864	307
AT3G52290.1	48118	430
AT3G52300.1	19586	168
AT3G52300.2	13828	122
AT3G17630.1	86916	800
AT3G17670.1	25417	236
AT3G17690.1	84050	729
AT3G52370.1	48074	436
AT3G17710.1	43422	368
AT3G52360.1	9812	86
AT3G52350.1	20351	180
AT3G17680.1	35566	313
AT3G17700.1	86951	764
AT3G52340.1	48679	423
AT3G52340.2	48679	423
AT3G52340.3	48679	423
AT3G52380.1	35745	329
AT3G52280.1	42393	369
AT3G52270.1	42070	364
AT3G24620.1	58742	523
AT3G24610.1	50895	445
AT3G24600.1	55177	506
AT3G52230.1	16125	145
AT3G52220.1	27541	237
AT3G24630.1	81076	724
AT3G52200.1	68863	637
AT3G52210.1	39889	354
AT3G52210.2	28628	250
AT3G52210.3	39988	355
AT3G17620.1	46448	398
AT3G24640.1	7323	66
AT3G24660.1	73354	674
AT3G17611.2	26295	239
AT3G17611.1	37151	334
AT3G17611.3	18985	173
AT3G52260.2	40563	369
AT3G52260.1	32500	294
AT3G52250.1	184144	1677
AT3G52240.1	74803	680
AT3G24680.1	55602	487
AT3G24650.1	79501	720
AT3G24670.1	48762	440
AT3G52190.1	43767	398
AT3G17720.1	21390	194
AT3G52390.1	35693	320
AT3G52390.2	35965	323
AT3G17830.1	57260	517
AT3G52480.1	23112	209
AT3G17820.1	38595	354
AT3G46670.1	50565	451
AT3G52470.1	23098	208
AT3G52490.1	89944	815
AT3G46660.1	51662	458
AT3G17810.1	46847	426
AT3G52460.1	33152	300
AT3G17840.1	70407	647
AT3G17850.1	143793	1296
AT3G46690.1	50526	452
AT3G46680.1	50337	449
AT3G17900.1	91582	838
AT3G17890.1	17293	153
AT3G17880.1	42846	380
AT3G17880.2	41911	373
AT3G52500.1	51005	469
AT3G52510.1	20298	177
AT3G17860.1	37747	352
AT3G17860.2	36551	339
AT3G17860.3	34169	319
AT3G17730.1	28248	246
AT3G46650.1	48665	438
AT3G17800.1	46068	421
AT3G17800.2	46695	427
AT3G17780.1	14960	129
AT3G17770.1	61921	595
AT3G17760.1	55771	494
AT3G52410.1	24431	206
AT3G17750.1	127240	1138
AT3G17790.1	38297	338
AT3G17740.1	130076	1149
AT3G52400.1	37837	341
AT3G52450.1	48878	435
AT3G46580.1	20558	182
AT3G46600.1	66630	583
AT3G46600.2	52346	453
AT3G46600.3	62915	551
AT3G46640.1	34649	323
AT3G46640.2	34649	323
AT3G52440.1	26936	247
AT3G46630.1	24192	207
AT3G52430.1	60985	541
AT3G46620.1	43152	395
AT3G46590.1	61647	552
AT3G46590.2	61775	553
AT3G46590.3	61174	547
AT3G46610.1	75176	665
AT3G52420.1	6764	64
AT3G24590.1	32554	291
AT3G24580.1	43804	378
AT3G24570.1	26955	235
AT3G24380.1	26080	230
AT3G24370.1	20999	187
AT3G24360.1	45741	418
AT3G24360.2	45314	414
AT3G52030.1	50967	454
AT3G52010.1	54915	487
AT3G52020.1	56554	501
AT3G52000.1	54359	482
AT3G24390.1	127575	1139
AT3G01580.1	72155	641
AT3G01620.1	45320	388
AT3G01610.1	90006	820
AT3G24440.1	66851	602
AT3G01600.1	40828	370
AT3G24430.1	57765	532
AT3G24420.1	30023	273
AT3G01590.2	34739	306
AT3G01590.1	34739	306
AT3G01630.1	60635	551
AT3G51990.1	39594	362
AT3G51970.1	39321	345
AT3G01513.1	24227	216
AT3G24340.1	128344	1132
AT3G01510.1	65742	591
AT3G24330.1	55657	500
AT3G01500.2	37450	347
AT3G01500.1	29504	270
AT3G01500.3	36144	336
AT3G01500.4	28199	259
AT3G24350.1	39119	347
AT3G24315.1	32838	293
AT3G24320.1	123922	1118
AT3G51980.1	42531	382
AT3G01516.1	21020	187
AT3G01530.1	23717	206
AT3G51960.2	26220	228
AT3G51960.1	26092	227
AT3G51950.1	59790	540
AT3G51950.2	59790	540
AT3G51940.1	52262	453
AT3G01570.1	19755	183
AT3G01560.1	55493	511
AT3G01520.1	19568	175
AT3G01540.2	67728	619
AT3G01540.1	67641	618
AT3G01540.3	67728	619
AT3G01540.4	67728	619
AT3G01550.1	42054	383
AT3G01640.1	40076	362
AT3G01650.1	53312	489
AT3G01660.1	31763	273
AT3G52150.1	27749	253
AT3G52150.2	27749	253
AT3G52140.1	153267	1403
AT3G52130.1	13278	125
AT3G52120.1	48693	443
AT3G01720.1	91450	802
AT3G52155.1	23588	218
AT3G01700.1	12992	136
AT3G01710.1	43592	388
AT3G24515.1	45083	409
AT3G52160.1	51110	451
AT3G52180.1	42626	379
AT3G52180.2	32737	292
AT3G24560.3	50819	456
AT3G24560.2	73502	660
AT3G24560.1	51557	462
AT3G24550.1	69272	652
AT3G24540.1	55699	509
AT3G24535.1	21772	188
AT3G24530.1	53675	481
AT3G52170.1	54029	499
AT3G24517.1	18455	163
AT3G24520.1	37715	330
AT3G01690.1	41203	361
AT3G24510.1	9389	86
AT3G24506.1	17056	149
AT3G52090.1	13563	116
AT3G52080.1	88711	801
AT3G52070.1	13244	114
AT3G52070.2	13058	113
AT3G52060.1	39517	346
AT3G52060.2	39517	346
AT3G52050.2	46690	425
AT3G52050.1	46690	425
AT3G52050.3	49271	448
AT3G52050.4	45538	413
AT3G52100.1	77474	696
AT3G01670.1	94218	822
AT3G52040.1	10182	90
AT3G52105.1	8156	70
AT3G52110.1	41984	362
AT3G52115.1	67232	588
AT3G24500.1	16403	148
AT3G24503.1	54361	501
AT3G01680.1	85271	740
AT3G24300.1	53299	498
AT3G24495.1	122271	1109
AT3G24480.1	54703	494
AT3G24490.1	39083	333
AT3G24450.1	15864	140
AT3G24460.1	46674	409
AT3G29250.1	31803	298
AT3G29240.1	34552	317
AT3G29240.2	34552	317
AT3G46210.1	25810	239
AT3G46210.2	25810	239
AT3G46210.3	25810	239
AT3G46210.4	25810	239
AT3G46210.5	25810	239
AT3G46200.1	34717	311
AT3G11920.1	72578	630
AT3G46190.1	33426	291
AT3G11910.1	130650	1115
AT3G11930.1	21458	199
AT3G11930.3	24758	226
AT3G11930.2	21529	200
AT3G11930.4	21600	201
AT3G11900.1	46471	432
AT3G46220.1	58593	530
AT3G11940.1	22922	207
AT3G11940.2	22922	207
AT3G46280.1	50504	471
AT3G11960.1	151856	1379
AT3G11960.2	146368	1329
AT3G46270.1	50465	470
AT3G46260.1	48067	434
AT3G46230.1	17440	156
AT3G11950.1	64233	572
AT3G46240.1	45424	441
AT3G46290.1	91468	830
AT3G46180.1	38860	347
AT3G46160.1	45317	393
AT3G46110.2	35432	311
AT3G46110.1	38927	343
AT3G51860.1	49852	459
AT3G46100.1	54560	486
AT3G51850.1	59377	528
AT3G46090.1	18359	168
AT3G51870.1	41817	381
AT3G46070.1	18754	170
AT3G46080.1	17740	164
AT3G46170.1	30988	288
AT3G46120.1	44053	388
AT3G46130.1	29654	256
AT3G46130.2	22086	192
AT3G46130.3	26021	226
AT3G51930.1	45278	415
AT3G51920.1	17036	151
AT3G51910.1	31776	272
AT3G46150.1	16184	142
AT3G51895.1	72763	658
AT3G51880.1	20265	178
AT3G51880.2	20990	185
AT3G51880.3	20265	178
AT3G51890.1	27023	237
AT3G46140.1	42454	376
AT3G46060.1	23835	216
AT3G46060.2	23835	216
AT3G11964.1	205045	1838
AT3G12080.1	73127	663
AT3G12080.2	64490	587
AT3G46420.1	93773	838
AT3G12070.1	35193	317
AT3G12070.2	35193	317
AT3G46410.1	32705	291
AT3G46400.1	99270	883
AT3G46430.1	6585	55
AT3G46390.1	7858	69
AT3G12060.1	63005	556
AT3G12090.1	32256	282
AT3G12100.1	43816	393
AT3G12100.2	36912	333
AT3G46480.1	35424	312
AT3G46470.1	23153	199
AT3G46460.1	18823	166
AT3G46450.1	55387	486
AT3G46450.2	56287	494
AT3G12130.1	25952	248
AT3G46440.1	38390	341
AT3G46440.2	38390	341
AT3G12110.1	41675	377
AT3G12120.1	44048	383
AT3G12120.2	44048	383
AT3G46300.1	15990	141
AT3G46340.1	99554	889
AT3G46330.1	98679	878
AT3G46320.1	11410	103
AT3G12000.1	50224	439
AT3G11990.1	19566	172
AT3G46310.1	13994	124
AT3G11980.1	68417	616
AT3G12010.1	76743	685
AT3G46360.1	21068	197
AT3G12050.1	40185	360
AT3G12050.2	35795	321
AT3G12040.1	28134	254
AT3G46380.1	12177	117
AT3G12030.1	21533	196
AT3G46350.1	97873	871
AT3G12020.1	116388	1030
AT3G46370.1	88809	793
AT3G51840.1	47557	436
AT3G51830.1	66464	588
AT3G51820.1	41882	387
AT3G51520.1	35854	314
AT3G51510.1	19846	181
AT3G51500.1	13253	116
AT3G51490.1	78830	729
AT3G51480.1	100531	903
AT3G51530.1	52752	455
AT3G51460.1	68238	597
AT3G51470.1	39486	361
AT3G51450.1	41125	371
AT3G51540.1	47255	438
AT3G51560.1	140812	1253
AT3G45820.1	12082	112
AT3G45810.1	102938	912
AT3G51590.1	12572	119
AT3G45800.1	63968	563
AT3G45790.1	42413	376
AT3G51550.1	98151	895
AT3G51570.1	139972	1226
AT3G51580.1	42017	390
AT3G51600.1	12495	118
AT3G51440.1	41384	371
AT3G51420.1	41596	370
AT3G51400.1	31661	277
AT3G51390.1	39228	340
AT3G51380.1	11817	103
AT3G51370.1	42180	379
AT3G51370.2	33108	294
AT3G51360.1	53228	488
AT3G51410.1	31978	282
AT3G23740.1	60325	542
AT3G51350.1	56850	528
AT3G51430.1	41642	371
AT3G23750.1	99965	928
AT3G23770.1	52171	476
AT3G23830.1	14129	136
AT3G23830.2	14129	136
AT3G23820.1	50570	460
AT3G23810.1	53160	485
AT3G23805.1	13244	118
AT3G23800.1	53360	480
AT3G23760.1	22737	194
AT3G23780.1	132656	1172
AT3G23790.1	81149	722
AT3G45830.1	147088	1298
AT3G45840.1	67911	591
AT3G51610.1	26070	230
AT3G51750.1	12161	110
AT3G51750.2	12031	109
AT3G46000.1	15745	137
AT3G45990.1	15905	133
AT3G45980.1	16436	150
AT3G45970.1	28702	265
AT3G46010.1	16113	139
AT3G46010.2	17340	150
AT3G51730.1	24098	213
AT3G51740.1	90262	836
AT3G51720.1	45954	407
AT3G51760.1	28965	259
AT3G51770.1	106612	950
AT3G51770.2	107585	958
AT3G51810.1	16612	152
AT3G46050.1	41731	370
AT3G51800.1	42980	392
AT3G51800.2	43945	401
AT3G51790.1	28600	256
AT3G46040.1	14775	130
AT3G46020.1	11423	102
AT3G46030.1	15912	145
AT3G51780.1	29241	269
AT3G51710.1	53231	476
AT3G45960.1	23392	215
AT3G45960.2	28559	263
AT3G51700.1	39254	344
AT3G45880.1	39123	345
AT3G45870.1	41881	385
AT3G45870.2	30474	280
AT3G51640.1	92903	826
AT3G51630.1	62659	549
AT3G51620.1	84741	755
AT3G51620.2	93303	829
AT3G45890.1	66386	608
AT3G45850.1	119010	1058
AT3G45860.1	75924	676
AT3G45900.1	45344	389
AT3G51650.1	92925	826
AT3G45910.1	22616	200
AT3G45940.1	97451	868
AT3G51690.1	37417	331
AT3G45950.1	44159	385
AT3G12140.1	36912	327
AT3G12140.2	36912	327
AT3G12140.3	43319	383
AT3G51680.1	32151	303
AT3G51670.1	46511	409
AT3G45930.1	11410	103
AT3G51660.1	12210	112
AT3G45920.1	21551	192
AT3G12145.1	18010	164
AT3G29035.1	35826	318
AT3G29034.1	9643	86
AT3G29033.1	17808	167
AT3G07070.1	46067	414
AT3G07060.1	77888	693
AT3G29040.1	28719	248
AT3G07040.1	106884	926
AT3G07050.1	65786	582
AT3G29050.1	27019	240
AT3G29070.1	25971	225
AT3G07130.1	60436	532
AT3G07120.1	39452	360
AT3G07110.1	23466	206
AT3G07110.2	23594	207
AT3G07100.1	113961	1038
AT3G07090.1	28846	265
AT3G29060.1	92442	800
AT3G29075.1	34452	294
AT3G07080.1	47682	438
AT3G07140.1	72167	644
AT3G07140.2	72096	643
AT3G07020.2	69278	637
AT3G07020.1	69322	637
AT3G07000.1	66275	574
AT3G12650.1	26887	238
AT3G12640.1	70099	638
AT3G06880.1	124661	1115
AT3G12630.1	17669	160
AT3G06870.1	23616	214
AT3G06890.1	13265	128
AT3G12610.1	39557	372
AT3G12620.1	42852	385
AT3G12620.2	42852	385
AT3G07010.1	46175	416
AT3G06895.1	5770	51
AT3G06920.1	98340	871
AT3G06990.1	62109	539
AT3G06980.1	87429	781
AT3G06970.1	36510	317
AT3G06960.1	52823	479
AT3G06960.2	37838	341
AT3G06950.1	36210	323
AT3G06910.1	58170	502
AT3G06930.1	59787	534
AT3G06930.2	59915	535
AT3G29080.1	46916	445
AT3G07270.1	51381	466
AT3G07270.2	51484	466
AT3G07260.1	27981	251
AT3G07250.1	144589	1294
AT3G29190.1	60120	519
AT3G29180.1	57659	513
AT3G29185.1	44677	396
AT3G29185.2	46509	411
AT3G07290.1	98060	880
AT3G07310.1	41369	368
AT3G29230.1	67339	600
AT3G29220.1	22949	197
AT3G29210.1	67907	594
AT3G07300.1	43599	407
AT3G07300.2	43599	407
AT3G07320.1	50604	460
AT3G29200.1	38239	340
AT3G29170.1	13758	121
AT3G29160.1	58690	512
AT3G29160.2	58690	512
AT3G29160.3	41434	359
AT3G29140.1	11182	98
AT3G29130.1	13681	119
AT3G29110.1	65641	569
AT3G07150.1	21843	199
AT3G29090.1	35520	317
AT3G29100.1	22189	195
AT3G07160.1	222094	1931
AT3G07170.1	22683	203
AT3G07180.1	67130	599
AT3G07180.2	50820	454
AT3G07230.1	5305	46
AT3G06860.1	78841	725
AT3G07220.1	35994	320
AT3G07200.1	20090	182
AT3G07200.2	20090	182
AT3G07210.1	59802	547
AT3G07190.1	25041	220
AT3G07195.1	24014	225
AT3G12600.1	20392	180
AT3G12600.2	19407	171
AT3G12590.1	128030	1162
AT3G06650.1	65814	608
AT3G06640.1	85594	763
AT3G06630.1	75177	671
AT3G12280.1	112176	1013
AT3G12270.1	67345	601
AT3G12290.1	31590	299
AT3G12250.1	36851	330
AT3G12250.2	36851	330
AT3G12250.3	36391	324
AT3G12250.4	39717	355
AT3G12250.5	33964	303
AT3G12260.1	15082	133
AT3G46570.1	39190	356
AT3G12300.1	22105	190
AT3G12320.1	30554	269
AT3G12370.1	19103	171
AT3G12360.1	64136	590
AT3G12350.1	47757	422
AT3G66658.2	66004	596
AT3G66658.1	61019	554
AT3G12340.1	41880	378
AT3G66652.1	113342	980
AT3G66654.1	26428	236
AT3G66654.3	26428	236
AT3G66654.2	26428	236
AT3G66656.1	20374	178
AT3G12380.1	67880	590
AT3G12240.1	49351	436
AT3G12230.1	49020	435
AT3G12190.1	32633	269
AT3G12180.1	17368	146
AT3G12170.1	30152	262
AT3G12160.1	24720	222
AT3G46490.1	34822	306
AT3G12150.1	40785	363
AT3G46560.1	10716	93
AT3G46500.1	28476	251
AT3G12200.1	63700	571
AT3G46550.1	44239	420
AT3G12220.1	49237	435
AT3G46540.1	34766	307
AT3G12210.2	23454	209
AT3G12210.1	17580	155
AT3G46530.1	97269	835
AT3G46510.1	71967	660
AT3G46520.1	41795	377
AT3G12203.1	49505	437
AT3G12390.1	21982	203
AT3G36659.1	27537	264
AT3G06660.1	46923	427
AT3G12540.1	57593	505
AT3G06770.3	40808	377
AT3G06770.1	40808	377
AT3G06770.2	48125	446
AT3G12530.1	24291	210
AT3G12530.2	22176	191
AT3G06760.1	24650	224
AT3G12520.1	74663	677
AT3G06780.1	21447	201
AT3G12510.1	19545	173
AT3G06750.1	15637	147
AT3G06740.1	16563	149
AT3G12545.1	13719	123
AT3G12560.1	68759	619
AT3G06840.1	21371	187
AT3G06830.1	61887	568
AT3G06820.1	35558	324
AT3G06820.2	44412	405
AT3G06810.1	91714	824
AT3G06790.1	27641	244
AT3G06790.2	27559	244
AT3G12550.1	73843	635
AT3G12570.1	55277	489
AT3G12570.3	55277	489
AT3G12570.2	55277	489
AT3G12570.4	55277	489
AT3G12580.1	71102	650
AT3G12500.1	34609	322
AT3G06730.1	20670	183
AT3G06720.1	58645	532
AT3G06720.2	58645	532
AT3G12430.1	27498	238
AT3G06690.1	10783	98
AT3G12410.1	26481	230
AT3G06680.1	9389	83
AT3G12440.1	39720	353
AT3G06670.1	97291	865
AT3G12400.1	44716	398
AT3G06700.1	7025	61
AT3G06700.2	7025	61
AT3G06700.3	7025	61
AT3G12460.1	27712	242
AT3G63520.1	60909	538
AT3G63530.1	27983	248
AT3G63530.2	27983	248
AT3G06710.1	27803	245
AT3G06850.1	52707	483
AT3G06850.2	52707	483
AT3G63510.1	46375	419
AT3G63510.2	42258	386
AT3G12490.2	26294	234
AT3G12490.1	22478	201
AT3G63500.1	99786	887
AT3G63500.2	130733	1162
AT3G12470.1	25357	220
AT3G12480.1	32292	293
AT3G17570.1	44467	381
AT3G17560.1	47674	413
AT3G17550.1	34373	296
AT3G16620.1	119919	1089
AT3G16610.1	72846	654
AT3G16600.1	72996	638
AT3G16590.1	43870	374
AT3G16580.1	44414	382
AT3G16630.1	89083	794
AT3G16630.2	89083	794
AT3G16565.1	27677	253
AT3G16565.2	28019	256
AT3G16570.1	15049	138
AT3G50070.1	41738	361
AT3G16640.1	18910	168
AT3G44430.1	22651	206
AT3G50110.1	70073	632
AT3G44460.1	37666	331
AT3G50100.1	45991	406
AT3G50090.1	36215	322
AT3G44450.1	12696	116
AT3G44440.1	8473	74
AT3G50080.1	57250	522
AT3G44470.1	14960	135
AT3G44470.2	15678	143
AT3G50060.1	33111	301
AT3G50040.1	47949	421
AT3G49980.1	44870	382
AT3G44350.1	25305	228
AT3G44340.1	117692	1096
AT3G44340.2	114681	1069
AT3G44330.1	62203	565
AT3G44370.1	62799	566
AT3G16555.1	40887	349
AT3G16560.1	53614	493
AT3G50050.1	69750	632
AT3G49990.1	56474	502
AT3G50000.1	47233	403
AT3G50030.1	57332	501
AT3G50020.1	10444	96
AT3G44400.1	115786	1007
AT3G44380.1	20406	186
AT3G50010.1	88292	769
AT3G16550.1	55295	491
AT3G50120.1	62313	531
AT3G50130.1	66604	564
AT3G10320.1	57288	494
AT3G44580.1	18621	163
AT3G10310.1	100081	897
AT3G44570.1	26577	239
AT3G10300.1	23550	232
AT3G10300.3	35302	335
AT3G10300.2	34370	324
AT3G10300.4	35480	334
AT3G44590.2	11015	111
AT3G44590.1	11015	111
AT3G44550.1	56430	496
AT3G44560.1	56474	496
AT3G10290.1	38955	355
AT3G10330.1	34222	312
AT3G10350.1	44754	411
AT3G10380.1	116606	1053
AT3G44620.1	26950	239
AT3G10370.1	68452	629
AT3G44610.1	50015	451
AT3G10340.1	76921	707
AT3G10360.1	111614	1003
AT3G44600.1	70985	631
AT3G44480.1	136134	1194
AT3G44540.1	56219	493
AT3G44540.2	48554	433
AT3G44530.1	115563	1051
AT3G16670.1	15875	154
AT3G16660.1	17857	180
AT3G16650.1	53569	479
AT3G50160.1	58678	503
AT3G50150.1	59389	509
AT3G16680.1	10241	87
AT3G44490.1	18116	158
AT3G50140.1	59811	508
AT3G10280.1	51627	459
AT3G16690.1	25745	230
AT3G16710.1	49502	434
AT3G10270.1	72493	657
AT3G44520.1	13906	122
AT3G44510.1	22855	198
